index,budget,genres,original_language,original_title,overview,revenue,status,title,vote_average,vote_count,director
3606,5000000,Action Thriller,en,No Escape,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.",54418872,Released,No Escape,6.7,777,John Erick Dowdle
3608,5000000,Drama History Romance War,en,Solomon and Sheba,"Under the rule of King David, Israel is united and prosperous although surrounded by enemies including Egypt and its allies. The aging King David favors his younger son, Solomon, as his successor, but David's  elder son Prince Adonijah, a warrior, declares himself King. When David learns of this, he publicly announces Solomon to be his successor. Adonijah and Joab, his general, withdraw in rage. Israel prospers under King Solomon's wise and benevolent rule and is seen as a threat to more tyrannical monarchs in the region. The Pharaoh of Egypt agrees to cede a Red Sea port to the Queen of Sheba in a plot to undermine Solomon's rule. Sheba is to seduce Solomon and introduce Sheban pagan worship into Jerusalem. Meanwhile, Prince Adonijah, now banished, also conspires with Pharaoh and is given an army to defeat Solomon. The film is a highly fictionalized dramatization of events depicted in The Bible -- First Kings chapter 10 and Second Chronicles chapter 9.",12200000,Released,Solomon and Sheba,5.4,8,King Vidor
3609,20000000,Romance Comedy,en,Fifty Shades of Black,An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,21164799,Released,Fifty Shades of Black,4.3,331,Michael Tiddes
3618,5000000,Action Adventure War Thriller,en,Force 10 from Navarone,"Mallory and Miller are back. The survivors of Navarone are sent on a mission along with a unit called Force 10, which is led by Colonel Barnsby. But Force 10 has a mission of their own which the boys know nothing about.",7230000,Released,Force 10 from Navarone,6.4,91,Guy Hamilton
3623,5000000,Action Comedy Thriller,en,Made,Two aspiring boxers lifelong friends get involved in a money-laundering scheme through a low-level organized crime group.,5476060,Released,Made,6.3,55,Jon Favreau
3624,5000000,Science Fiction Drama,en,Moon,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.",9760104,Released,Moon,7.6,1794,Duncan Jones
3626,5000000,Documentary,en,Sea Rex 3D: Journey to a Prehistoric World,"Through the power of IMAX 3D, experience a wondrous adventure from the dinosaur age. Join Julie, an imaginative young woman, in a unique voyage through time and space. Explore an amazing underwater universe inhabited by larger-than-life creatures which were ruling the seas before dinosaurs conquered the earth. See science come alive in an entertaining manner and get ready for a face-to-face encounter with the T-Rex of the seas!",4074023,Released,Sea Rex 3D: Journey to a Prehistoric World,5.9,11,Ronan Chapalain
3627,5000000,Drama,en,The Sweet Hereafter,"A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer arrives to help the survivors' and victims' families prepare a class-action suit, but his efforts only seem to push the townspeople further apart. At the same time, one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage.",3263585,Released,The Sweet Hereafter,6.8,103,Atom Egoyan
3629,5000000,Comedy Drama,en,Bottle Shock,"Paris-based wine expert Steven Spurrier heads to California in search of cheap wine that he can use for a blind taste test in the French capital. Stumbling upon the Napa Valley, the stuck-up Englishman is shocked to discover a winery turning out top-notch chardonnay. Determined to make a name for himself, he sets about getting the booze back to Paris.",4040588,Released,Bottle Shock,6.6,60,Randall Miller
3631,5000000,Drama Fantasy,en,Heavenly Creatures,"Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense and obsessive relationship.",3049135,Released,Heavenly Creatures,7,294,Peter Jackson
3632,5000000,Drama,en,90 Minutes in Heaven,"A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven.",4842699,Released,90 Minutes in Heaven,5.4,40,Michael Polish
3633,5000000,Comedy Drama Romance,en,Everything Must Go,"When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form.",2614773,Released,Everything Must Go,6,208,Dan Rush
3634,5000000,Comedy Crime Mystery Thriller,en,Zero Effect,"Daryl Zero is a private investigator. Along with his assistant, Steve Arlo he solves impossible crimes and puzzles. Though a master investigator, when he is not working, Zero doesn't know what to do with himself. He has no social skills, writes bad music, and drives Arlo crazy. In his latest case, Zero must find out who is blackmailing a rich executive, and when his client won't tell him, why.",1980338,Released,Zero Effect,6,55,Jake Kasdan
3635,5000000,Thriller Drama,en,The Machinist,"The Machinist is the story of Trevor Reznik, a lathe-operator who is dying of insomnia. In a machine shop, occupational hazards are bad enough under normal circumstances; yet for Trevor the risks are compounded by fatigue. Trevor has lost the ability to sleep. This is no ordinary insomnia...",8203235,Released,The Machinist,7.3,1247,Brad Anderson
3637,5000000,Thriller Crime Drama Mystery,en,Kill the Messenger,A reporter becomes the target of a vicious smear campaign that drives him to the point of suicide after he exposes the CIA's role in arming Contra rebels in Nicaragua and importing cocaine into California. Based on the true story of journalist Gary Webb.,2450846,Released,Kill the Messenger,6.6,355,Michael Cuesta
3638,5000000,Drama,en,Rabbit Hole,Life for a happy couple is turned upside down after their young son dies in an accident.,5129058,Released,Rabbit Hole,6.9,165,John Cameron Mitchell
3639,5000000,Comedy Drama Crime,en,Party Monster,"The New York club scene of the 80s and 90s was a world like no other. Into this candy-colored, mirror ball playground stepped Michael Alig, a wannabe from nowhere special. Under the watchful eye of veteran club kid James St. James, Alig quickly rose to the top... and there was no place to go but down.",742898,Released,Party Monster,5.9,58,Fenton Bailey
3640,5000000,Horror Crime Thriller,en,Green Room,A young punk rock band find themselves trapped in a secluded venue after stumbling upon a horrific act of violence.,3220371,Released,Green Room,6.7,683,Jeremy Saulnier
3642,5000000,Drama Science Fiction Mystery,en,Atlas Shrugged Part III: Who is John Galt?,"Approaching collapse, the nation's economy is quickly eroding. As crime and fear take over the countryside, the government continues to exert its brutal force against the nation's most productive who are mysteriously vanishing - leaving behind a wake of despair. One man has the answer. One woman stands in his way. Some will stop at nothing to control him. Others will stop at nothing to save him. He swore by his life. They swore to find him.",846704,Released,Atlas Shrugged Part III: Who is John Galt?,3.9,15,James Manera
3643,7000000,Comedy Crime Drama,en,Bottle Rocket,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",560069,Released,Bottle Rocket,6.8,281,Wes Anderson
3648,5000000,Comedy Horror,en,Tucker and Dale vs Evil,"Two hillbillies are suspected of being killers by a group of paranoid college kids camping near the duo's West Virginian cabin. As the body count climbs, so does the fear and confusion as the college kids try to seek revenge against the pair.",5476793,Released,Tucker and Dale vs Evil,7.3,847,Eli Craig
3653,5000000,Horror Thriller,en,The Visit,"The terrifying story of a brother and sister who are sent to their grandparents' remote Pennsylvania farm for a weeklong trip. Once the children discover that the elderly couple is involved in something deeply disturbing, they see their chances of getting back home are growing smaller every day.",98450062,Released,The Visit,6,1360,M. Night Shyamalan
